time to NEB,1i,1ii,2i,2ii,4i,4ii,5,6,7i,7ii,1,3,4i,4ii,5i,5ii,6i,6ii,7i,7ii,8,3i,3ii,4i,4ii,5i,5ii,6,8,9,10,2i,2ii,3i,3ii,4i,4ii,5i,5ii,6i,6ii,7,8,9i,9ii,10i,10ii,10iii,11i,11ii
480,,,_pink_,_blue_,,_brownDark_r,_pink_,,_pink_,_pink_,,_pink_,_blue_,_blue_,_pink_,_pinkDark_,_blueDark_g,_pinkDark_,,,,_blueDark_g,_pinkDark_,_blueDark_r,_pink_,_pinkDark_,_pink_,,_pinkDark_,,,_blueDark_g,,_pink_,_pink_,_blueDark_r,_pink_,_pink_,_pink_,,,_pink_,_brownDark_r,_pink_,_pink_,,,,,_pink_
540,,,,_blue_,,,_pink_,,_brownDark_r,_pink_,,_pink_,_blueDark_r,_blueDark_r,_blue_,_pinkDark_,_pink_,_pink_,,,,_pink_,_blueDark_r,_pink_,_blue_,_pinkDark_,_pink_,,_brownDark_r,,,_pinkDark_,,_blue_,_brownDark_g,_pink_,_pinkDark_,_pink_,_brownDark_r,,,_pink_,_blue_,_pink_,_pink_,,,,,_blueDark_r
600,,,_pink_,_pink_,,_brownDark_r,_pinkDark_,,_blueDark_r,_pink_,,_pink_,_pink_,,_pink_,_pinkDark_,_pink_,_pink_,,,_pinkDark_,_pinkDark_,_pink_,_pink_,_pink_,_pink_,_blueDark_r,,_pinkDark_,,,,,_blueDark_g,_pink_,_pink_,_pink_,_pink_,_brownDark_g,,,_pink_,_pink_,_pink_,_pink_,,,,,_pink_
660,,,_pink_,_brownDark_r,,_pink_,_pinkDark_,,_pink_,_pink_,,_pink_,_blue_,_pink_,_brownDark_g,_pinkDark_,_brownDark_r,_pink_,,,_pink_,_pinkDark_,_pink_,_pink_,_blueDark_r,_pinkDark_,_pink_,,_pinkDark_,,,,,,_pink_,_pink_,_pinkDark_,_pink_,_pinkDark_,,,_pink_,_pink_,_pinkDark_,_pink_,,,,,_pink_
720,,,_pink_,_pinkDark_,,_brownDark_r,_pink_,,_brownDark_r,_pink_,,_pinkDark_,_pink_,_pinkDark_,_pink_,_brownDark_r,_pink_,_pink_,,,,_pinkDark_,_pink_,_pink_,_pink_,_pink_,_pink_,,_pinkDark_,,,,,,_pinkDark_,_pink_,_pinkDark_,_pink_,_pinkDark_,,,_blue_,_pinkDark_,_blue_,_brownDark_r,,,,,_blue_
780,,,_pinkDark_,_pinkDark_,,_pink_,_pink_,,_pink_,_pinkDark_,,_pinkDark_,_pink_,_pink_,_brownDark_g,_pinkDark_,_pinkDark_,_pink_,,,,_brown_g,_pink_,_pink_,_blueDark_r,_blue_,_pink_,,_pink_,,,,,,_pink_,_pink_,_pink_,_pinkDark_,_pink_,,,_pink_,_pink_,_blueDark_g,_pink_,,,,,_pinkDark_
840,,,_pink_,_pinkDark_,,_pink_,_pinkDark_,,_pink_,_pink_,,_pinkDark_,_pinkDark_,,_pink_,_pink_,_brown_g,_pink_,,,,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_blueDark_r,,_pink_,,,,,,_pink_,_brownDark_r,_pink_,_blueDark_g,_pinkDark_,,,_pink_,_brownDark_r,_pink_,_pink_,,,,,
900,,,_pink_,_pink_,,_pink_,_pink_,,_brownDark_r,_pinkDark_,,_pinkDark_,,,_blueDark_r,_pink_,_pink_,_brownDark_g,,,,_pink_,_pink_,_pink_,_pinkDark_,,,,_pink_,,,,,,_blueDark_r,_pink_,_pink_,_blueDark_r,_pink_,,,_blueDark_r,_pink_,_pink_,_blue_,,,,,_blueDark_g
960,,,_pink_,_pinkDark_,,,_pinkDark_,,_pink_,_pink_,,_pink_,,,_pinkDark_,_pinkDark_,_brownDark_g,_pink_,,,,_pinkDark_,_pink_,_pinkDark_,_pink_,_pink_,_pink_,,_brownDark_r,,,,,,_pinkDark_,_pinkDark_,_pink_,_pink_,_pink_,,,_blueDark_r,_brownDark_r,_blue_,_pink_,,,,,
1020,,,_pink_,_pink_,,,_pink_,,_pinkDark_,_pink_,,_pink_,,,_pink_,_pink_,_pink_,_pink_,,,,_pinkDark_,_pink_,_pinkDark_,_pink_,_pinkDark_,,,_pink_,,,,,,_pink_,_pinkDark_,_pink_,_blueDark_r,_pinkDark_,,,_pink_,_blueDark_r,_pink_,_pink_,,,,,_pink_
1080,,,_pinkDark_,_pinkDark_,,,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,,,_pink_,_pink_,_pink_,_pinkDark_,,,,_pink_,_pink_,_blue_,_blueDark_g,,_pink_,,_blueDark_g,,,,,,_blue_,_pinkDark_,_pinkDark_,_pink_,_pink_,,,_pink_,_pink_,_pink_,_pink_,,,,,_pink_
1140,,,,_pink_,,,_pink_,,_pink_,_pink_,,_pinkDark_,,,_pink_,_blue_,_brownDark_r,_pinkDark_,,,,_pink_,_pink_,_pink_,_brownDark_r,_pinkDark_,,,_pink_,,,,,,_pink_,_pinkDark_,_pink_,_brownDark_r,_blueDark_g,,,_pink_,_pink_,_pink_,_pink_,,,,,_pink_
1200,,,_pink_,_pink_,,,_pink_,,_pink_,_pink_,,_pinkDark_,,,_blueDark_g,_pink_,_brownDark_r,_pinkDark_,,,,_pinkDark_,_pink_,_pink_,_pink_,,,,_pink_,,,,,,_pink_,_pink_,_pink_,_pink_,_pink_,,,_pinkDark_,_pink_,_pink_,_pinkDark_,,,,,_pinkDark_
1260,,,_pinkDark_,_brownDark_r,,,,,_pink_,_pink_,,_pink_,,,_blue_,_pink_,_pinkDark_,_pink_,,,,_pinkDark_,_pink_,_pink_,_pink_,,,,_pink_,,,,,,_pink_,_pinkDark_,_pink_,_pink_,_pink_,,,_pink_,_pink_,_pink_,_pink_,,,,,
1320,,,_pink_,_brownDark_r,,,_pinkDark_,,_pink_,_pink_,,_pink_,,,_pinkDark_,_pink_,_pink_,_pink_,,,,_pink_,_pink_,_pink_,_pink_,,,,_pink_,,,,,,_blueDark_g,_pinkDark_,_pink_,,_pink_,,,_pink_,_pinkDark_,_blueDark_g,_pink_,,,,,
1380,,,,_pink_,,,_pink_,,_pinkDark_,_pinkDark_,,_pinkDark_,,,_pink_,_pinkDark_,_pink_,_pink_,,,,_pink_,_pinkDark_,,_pink_,,,,_pink_,,,,,,_pinkDark_,_pink_,_pinkDark_,,_pink_,,,_pinkDark_,_pink_,_pink_,_pink_,,,,,
1440,,,_pink_,_pink_,,,_pink_,,_pinkDark_,_pinkDark_,,_pinkDark_,,,_pink_,_blueDark_r,_pink_,_pink_,,,,_pinkDark_,_pinkDark_,,_brownDark_r,,,,_pink_,,,,,,_pink_,_pink_,_pink_,,_pink_,,,_pink_,_pink_,_pink_,_blueDark_g,,,,,
1500,,,_pink_,_blue_,,,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,,,_brownDark_g,_pinkDark_,_pink_,_pink_,,,,_pinkDark_,_pink_,,_pink_,,,,_pink_,,,,,,_pink_,_pink_,_pink_,,_pink_,,,_pink_,_pinkDark_,_pink_,_brownDark_g,,,,,
1560,,,_pink_,_blue_,,,_pinkDark_,,_pinkDark_,_pinkDark_,,_pinkDark_,,,_brownDark_g,_pinkDark_,_blueDark_g,_pink_,,,,_pink_,_pink_,,_pink_,,,,_pinkDark_,,,,,,,_pinkDark_,_pinkDark_,,_pink_,,,_pink_,_pink_,_pink_,_blueDark_g,,,,,
1620,,,_pink_,,,,_pinkDark_,,_pink_,_pinkDark_,,_pinkDark_,,,_brownDark_g,_pinkDark_,_pink_,_pinkDark_,,,,_pinkDark_,_pink_,,_pink_,,,,_pink_,,,,,,_pink_,_pink_,_pink_,,_pink_,,,_pink_,_pink_,_pink_,_pinkDark_,,,,,
1680,,,,,,,_pinkDark_,,_pinkDark_,_pinkDark_,,_pinkDark_,,,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,,,,_pinkDark_,_pink_,,_pinkDark_,,,,_pink_,,,,,,,_pinkDark_,_pink_,,_pinkDark_,,,_pink_,_pinkDark_,_pink_,,,,,,
1740,,,,,,,_pinkDark_,,_pink_,_pinkDark_,,_pink_,,,_pink_,_pink_,_pink_,_pink_,,,,_pinkDark_,_pinkDark_,,_pink_,,,,_pink_,,,,,,_pink_,_pink_,_pinkDark_,,,,,_pinkDark_,_pinkDark_,_pinkDark_,,,,,,
1800,,,,,,,_pink_,,_pinkDark_,_pinkDark_,,_pinkDark_,,,_blue_,_pinkDark_,_pink_,_brownDark_r,,,,_pinkDark_,_pink_,,_pink_,,,,_brownDark_r,,,,,,,_pinkDark_,_pink_,,,,,_pinkDark_,_pinkDark_,_pink_,,,,,,
1860,,,,_pinkDark_,,,_pink_,,_pink_,_pinkDark_,,_pinkDark_,,,,_pink_,_pink_,_pink_,,,,_pink_,_pink_,,_pink_,,,,,,,,,,_pinkDark_,_pink_,_pinkDark_,,,,,_blueDark_r,_pink_,_pink_,,,,,,
1920,,,_pink_,_pink_,,,_pink_,,_pink_,_pinkDark_,,_pink_,,,,_pink_,_pink_,_pink_,,,,_pinkDark_,,,_pink_,,,,_brownDark_r,,,,,,_pink_,_pink_,_pinkDark_,,,,,_pink_,_pink_,_pink_,,,,,,
1980,,,_pink_,_brown_r,,,_pink_,,_pink_,_pink_,,_pinkDark_,,,,_pinkDark_,_pink_,_pinkDark_,,,,_pinkDark_,_pink_,,_pink_,,,,_pink_,,,,,,,_pink_,_pink_,,,,,_pink_,_pink_,_pink_,,,,,,
2040,,,_pink_,_pink_,,,_pinkDark_,,_pink_,_pink_,,_pink_,,,,_pink_,_pink_,_pinkDark_,,,,,_pinkDark_,,_pinkDark_,,,,_pink_,,,,,,,_pink_,_pinkDark_,,,,,_blueDark_g,_blueDark_r,,,,,,,
2100,,,_pinkDark_,_pink_,,,_pinkDark_,,_pinkDark_,_pink_,,_pink_,,,,_pinkDark_,_pinkDark_,_pinkDark_,,,,,_pink_,,_pinkDark_,,,,_pink_,,,,,,,_pink_,_pink_,,,,,_blueDark_r,_pinkDark_,_pink_,,,,,,
2160,,,,_pinkDark_,,,_pink_,,_pink_,_pinkDark_,,_blueDark_r,,,,_pinkDark_,_pinkDark_,_pinkDark_,,,,,_pinkDark_,,_pinkDark_,,,,_pink_,,,,,,,_pink_,_pink_,,,,,_brownDark_r,,_pinkDark_,,,,,,
2220,,,,,,,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,,,,_pink_,_pink_,_pinkDark_,,,,,_pink_,,_pink_,,,,_pink_,,,,,,,_pink_,_pink_,,,,,_pink_,,_pinkDark_,,,,,,
2280,,,,,,,_pink_,,_pink_,_pink_,,_pink_,,,,_pinkDark_,_pink_,_pinkDark_,,,,,_pink_,,_pinkDark_,,,,_pink_,,,,,,,_pinkDark_,_pink_,,,,,_brownDark_r,,_pinkDark_,,,,,,
2340,,,,,,,_pink_,,_pinkDark_,_pink_,,_pinkDark_,,,,,,_pinkDark_,,,,,_pink_,,_pink_,,,,_pinkDark_,,,,,,,_pinkDark_,_pinkDark_,,,,,_pink_,,_pinkDark_,,,,,,
2400,,,,,,,,,_pink_,_pink_,,_pinkDark_,,,,,_pink_,_pinkDark_,,,,,_pink_,,_pink_,,,,_pink_,,,,,,,_pinkDark_,_brownDark_g,,,,,_pinkDark_,,_brownDark_r,,,,,,
2460,,,,,,,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,,,,,_pinkDark_,_pink_,,,,,_pink_,,_pinkDark_,,,,_blueDark_g,,,,,,,_pinkDark_,_pinkDark_,,,,,_pink_,,_pink_,,,,,,
2520,,,,,,,_pink_,,_pink_,_pinkDark_,,_pinkDark_,,,,,,_pinkDark_,,,,,_pink_,,,,,,_brownDark_r,,,,,,,_pinkDark_,_pink_,,,,,_pinkDark_,,_pink_,,,,,,
2580,,,,,,,_pink_,,,_pinkDark_,,_pinkDark_,,,,,_pink_,,,,,,_pink_,,,,,,_pink_,,,,,,,_pinkDark_,_pinkDark_,,,,,_pink_,,_pinkDark_,,,,,,
2640,,,,,,,_pink_,,_pink_,_pinkDark_,,_pinkDark_,,,,,_pinkDark_,,,,,,_pink_,,,,,,_brown_g,,,,,,,_pink_,_pinkDark_,,,,,,,_pinkDark_,,,,,,
2700,,,,,,,_pink_,,_pink_,_pink_,,_pink_,,,,,,,,,,,_pink_,,,,,,_pinkDark_,,,,,,,,,,,,,_pink_,,_pinkDark_,,,,,,
2760,,,,,,,_pink_,,_pink_,_pink_,,_pink_,,,,,,,,,,,_pink_,,,,,,_pink_,,,,,,,,,,,,,,,_pinkDark_,,,,,,
2820,,,,,,,_pink_,,_pink_,_pink_,,_pinkDark_,,,,,,,,,,,_brownDark_r,,,,,,_pinkDark_,,,,,,,,,,,,,_pink_,,_pink_,,,,,,
2880,,,,,,,_pink_,,_pinkDark_,_pinkDark_,,_pink_,,,,,,,,,,,_pink_,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,
2940,,,,,,,_pinkDark_,,_pinkDark_,_pink_,,_pink_,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,_pink_,,,,,,
3000,,,,,,,_pink_,,_pink_,_pinkDark_,,_pinkDark_,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,_pink_,,,,,,
3060,,,,,,,_pink_,,_pink_,_pink_,,_pinkDark_,,,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,
3120,,,,,,,_pinkDark_,,_pinkDark_,_pinkDark_,,_pinkDark_,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,,,,,,,,,_pinkDark_,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,,,,,,,_pinkDark_,,_pinkDark_,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,,,,,,_pink_,,_pink_,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,,,,,,,_pink_,,_pinkDark_,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,,,,,,,_pinkDark_,,_pinkDark_,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,,,,,,,,,_pinkDark_,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
