time to NEB,1i,1ii,1iii,2i,2ii,3i,3ii,4i,4ii,5i,5ii,1,2i,2ii,3i,3ii,4i,4ii,5,6i,6ii,7i,7ii,8i,8ii,9i,9ii,10i,10ii,11i,11ii,1i,1ii,2i,2ii,3i,3ii,4i,4ii,5i,5ii,6i,6ii,7i,7ii,8i,8ii,9i,9ii,10i,10ii,11i,11ii
-360,,_brownDark_r,_pink_,_brownDark_r,_pink_,_blue_,_pink_,_brownDark_r,_blue_,_blueDark_r,_pink_,_pink_,,,_blue_,_brown_r,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_pink_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blueDark_g,_blue_,_pink_,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_pink_,_blueDark_g,_brownDark_r,_pink_,_blue_,_blue_,,,,,_blue_,_blueDark_g,_pinkDark_,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r
-300,,_pink_,_pink_,_pink_,_pink_,_blue_,_pinkDark_,_brownDark_r,_blueDark_r,_blueDark_r,_pink_,_pink_,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_brownDark_r,_blueDark_r,_blue_,_blueDark_g,_blue_,_pink_,_pink_,_brownDark_r,_blueDark_r,_blue_,_pinkDark_,_blueDark_g,_brownDark_r,_blueDark_r,_pink_,_pink_,_blueDark_r,_brownDark_r,_blue_,,,,,_blueDark_r,_pink_,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_g,_blueDark_r
-240,_brownDark_r,_pink_,_pink_,_pink_,_pink_,_blue_,_blueDark_g,_brownDark_r,_blue_,_blueDark_r,_blue_,_blueDark_r,,,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,_blue_,_blueDark_r,_brown_g,_blue_,_brownDark_r,_blueDark_g,_brownDark_r,_brownDark_r,_blueDark_r,_pink_,,_blueDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_brownDark_r,_brownDark_r,_blue_,,,,,_brownDark_r,_pink_,_blueDark_r,_pink_,_brownDark_r,_blue_,_blue_,_blue_
-180,_pink_,_pink_,_pink_,_blueDark_r,_blueDark_g,_blue_,_blueDark_g,_brownDark_r,_blue_,_blue_,_pink_,_blue_,,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_pink_,_blue_,_blue_,_pink_,_brownDark_r,_blueDark_r,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blue_,_pink_,_blueDark_g,_blue_,_blue_,_blueDark_r,_pink_,_pink_,_blue_,_brownDark_r,_blue_,_pink_,_pink_,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_blue_,_blue_,_brownDark_r
-120,_pink_,_pink_,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_blueDark_r,_pink_,_blue_,_brownDark_r,_blue_,,_pink_,_blue_,_blue_,_blue_,_blue_,_pink_,_blueDark_r,_pink_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_pink_,_brown_r,_blueDark_r,_blueDark_r,_pink_,_pink_,_pink_,,_pink_,_brownDark_r,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_pink_,_brownDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_pink_,_blueDark_g,_blueDark_r,_blue_,_blue_
-60,_pink_,_pink_,_pink_,_blueDark_r,_brownDark_g,_pink_,_blueDark_g,_brownDark_r,_pink_,_blueDark_r,_pink_,_blueDark_g,,_brownDark_r,_blue_,_blue_,_blueDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_pink_,_blueDark_g,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_r,_brownDark_r,_pink_,_blue_,_blue_,_blueDark_r,_pink_,_pink_,_blueDark_r,_brownDark_r,_blueDark_g,_brownDark_r,_brownDark_r,_pink_,_brownDark_r,_brownDark_r,_blueDark_r,_pink_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r
0,_pink_,_pink_,_pinkDark_,_blue_,_blueDark_g,_pink_,_blueDark_r,_pink_,_pink_,_blueDark_r,_blue_,_blueDark_g,,_pink_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_pink_,_pink_,_blueDark_g,_brownDark_r,_blueDark_r,_blue_,_pink_,_blue_,_pink_,_blue_,_blue_,_brownDark_r,_blueDark_r,_pink_,_pink_,_pink_,_blueDark_r,_blue_,_pink_,_pink_,_blue_,_brownDark_r,_blue_,_pink_,_blueDark_r,_pink_,_pinkDark_,_pink_,_pink_,_pink_,_blue_,_brownDark_r,_blue_,_blue_
60,_pink_,_pink_,_pinkDark_,_brownDark_r,_blue_,_pink_,_pink_,_pinkDark_,_blueDark_r,_blueDark_r,_pink_,_blueDark_g,,_blueDark_g,_pink_,_blueDark_g,_blue_,_brownDark_r,_blueDark_r,_pink_,_pink_,_pink_,_blueDark_r,,_blue_,_blue_,_pinkDark_,_pink_,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_brownDark_r,_pink_,_blue_,_blueDark_r,_pink_,_blueDark_r,_blue_,_blue_,_blueDark_r,_brownDark_g,_pink_,_brownDark_r,_pink_,_pink_,_brownDark_r,_brownDark_r,_pink_,_blueDark_r,_brownDark_r,_blueDark_g,_pink_
120,_pink_,_pink_,_pinkDark_,_blueDark_g,_pink_,_blue_,_blueDark_g,_pink_,_blueDark_r,_blue_,_blueDark_r,_pink_,,_blueDark_r,_blue_,_pink_,_brownDark_r,_blue_,_blueDark_g,_blue_,_pink_,_blueDark_g,_pink_,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_pink_,_blueDark_g,_blue_,_pink_,_blueDark_g,_brownDark_r,_blue_,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_blue_,_pink_,_pink_,_blue_,_blue_,_blueDark_r,_pink_,_blue_,_pink_,_brownDark_r,_brownDark_r,_blueDark_r,_blue_
180,_pink_,_pinkDark_,_blue_,_blueDark_g,_pink_,_pink_,_blue_,_brownDark_r,_pink_,_blue_,_blue_,_pink_,,_pinkDark_,,_pink_,_brownDark_r,_blue_,_blue_,_blueDark_r,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_blueDark_r,_pink_,_brownDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_pink_,_blue_,_pink_,_blue_,_blueDark_g,_blue_,_blue_,_blue_,_pink_,_blueDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_brownDark_r,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,_brownDark_r,_blueDark_r,_brown_r
240,_pinkDark_,_blueDark_r,_blue_,_blue_,_pink_,_pink_,_blue_,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_pinkDark_,,_blueDark_g,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_pinkDark_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r,,_brownDark_r,_blue_,_pinkDark_,_blue_,_blue_,_blueDark_g,,_blueDark_r,,_blueDark_r,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blue_,_blue_,_pinkDark_,_brownDark_r,_blueDark_g,_blue_,_blue_,_pink_,_blue_
300,_pink_,_blueDark_r,_pink_,_pink_,_pink_,_blue_,_blue_,_pinkDark_,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,,_blue_,_pink_,_blue_,_pink_,_blue_,_blue_,_pink_,_pink_,_pinkDark_,_pink_,_blueDark_r,_blueDark_g,_blue_,_blueDark_g,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_r,,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blue_,_pinkDark_,_blueDark_g,_blueDark_g,_pinkDark_,_blue_,_blue_,_blue_,_blue_,_pink_,_blue_
360,_pinkDark_,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_g,_blueDark_r,_blue_,_pinkDark_,_blueDark_r,_pink_,_blue_,_blue_,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_g,_blue_,,_blue_,,_blue_,_blueDark_g,_blue_,_brownDark_r,_pinkDark_,_blue_,_blueDark_r,_pinkDark_,_blue_,_blue_,_blue_,_blue_,_blueDark_g,_blueDark_g
420,_brownDark_r,_blueDark_r,_brownDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blueDark_r,_pink_,_blue_,_blueDark_g,_blue_,_blueDark_r,_blue_,_blue_,_pink_,_blue_,_blueDark_g,_blue_,_pinkDark_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_blue_,_pink_,_blue_,_blue_,_pink_,_pink_,_pink_,_blue_,,_blueDark_r,_pink_,_blue_,_blueDark_g,_blue_,_blueDark_g,_blue_,_blue_,_pink_,_brownDark_r,_pink_,_blue_,_blue_,_blue_,_blueDark_r,_blue_
480,,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blue_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_pink_,_blueDark_g,_blue_,_blueDark_r,_pink_,_blueDark_r,_pink_,_blue_,_blue_,_blue_,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blue_,_blue_,,_blue_,_pink_,_blue_,_brownDark_r,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_pinkDark_,_blue_,_blue_,_blueDark_r,_blue_,_blue_
540,,,_blue_,_pinkDark_,_pinkDark_,_blue_,_blueDark_g,_blue_,_blueDark_r,_blue_,_blue_,_blue_,_blue_,,_blueDark_r,_blueDark_r,_blue_,_blue_,_blueDark_r,_blue_,,_blue_,_blue_,_blueDark_r,_pink_,_blueDark_r,_blue_,_blue_,_pink_,,_blue_,_blue_,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,,_blueDark_r,,_blue_,_blue_,_blue_,_pinkDark_,_blueDark_g,_brownDark_r,_blueDark_r,_blueDark_g,_pink_,_pink_,_blueDark_r,_blue_,_blue_,_blueDark_r
600,,,_blueDark_r,_pink_,_pink_,_pinkDark_,_pink_,_brownDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_blue_,_blue_,_pink_,_pink_,,_blue_,_blueDark_r,_pinkDark_,_pink_,_pink_,_pink_,_blue_,_pink_,_blue_,,_blue_,_blue_,_blue_,,_blue_,,_blueDark_r,_blueDark_r,_pinkDark_,_blue_,_blue_,_blueDark_r,_blueDark_r,_blueDark_r,_blueDark_r,_pink_,_pink_,,,_pink_,_blue_,_blueDark_r
660,,,_blueDark_r,_pink_,_pinkDark_,_pink_,_blue_,_blue_,_blue_,_blue_,_brownDark_r,_pinkDark_,_blue_,_pink_,,_blueDark_r,_blueDark_r,_blue_,_blueDark_r,_blue_,,_blueDark_r,_blue_,_pinkDark_,_pink_,_pink_,_blue_,_blue_,_blueDark_g,_blueDark_g,_blue_,_blue_,_pink_,_brownDark_g,_blue_,,,_blue_,_blueDark_r,_blue_,_blueDark_g,_blue_,_blueDark_r,_pink_,_blueDark_r,_blue_,_pink_,_blueDark_r,_blueDark_g,_pink_,_blue_,_blue_,_blueDark_g
720,,,_blue_,,_pinkDark_,,,_blue_,_blue_,_blueDark_r,_pink_,_pinkDark_,_blue_,_pink_,_blueDark_r,_blueDark_r,_pink_,_blue_,_blue_,_pink_,,_pink_,_pink_,_brownDark_r,_pink_,_brownDark_r,_blue_,_blueDark_r,_blue_,_blue_,_blueDark_g,_blue_,_blue_,_blueDark_g,_blueDark_r,_blue_,,_blue_,_blue_,,_blueDark_r,_brownDark_r,_blueDark_r,_blue_,_blueDark_r,_pink_,_pink_,_blue_,_blue_,_blue_,_pinkDark_,_blueDark_r,_blue_
780,,,_blue_,,_brown_r,,,_blueDark_r,_brownDark_r,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_brownDark_r,,_blueDark_r,_blue_,_pink_,,,_blue_,_blue_,_blue_,_pink_,,,_blue_,_blueDark_r,_blue_,_blueDark_r,_blueDark_r,_brownDark_r,_pink_,,_blue_,,_blueDark_r,_blue_,_blueDark_r,_pink_,_blue_,_blue_,_brownDark_r,_blueDark_g,_blueDark_r,_blueDark_r,,_blue_,_brownDark_r,_blue_,_brownDark_r,_pink_
840,,,_blueDark_r,,_pink_,,,_blue_,_blue_,,_blue_,_blue_,_brownDark_g,_blue_,_pink_,,_blue_,_pink_,_blueDark_r,,,_blueDark_r,_blueDark_r,_pink_,_blueDark_g,_brownDark_r,,_blueDark_r,_pink_,,,_blueDark_r,_blueDark_r,,_blueDark_r,_blue_,,_blueDark_r,_blueDark_r,_pink_,_blueDark_r,_pink_,_blueDark_r,_blue_,_pink_,_pink_,_pink_,_pink_,_blueDark_r,_blue_,_blue_,_brownDark_r,_blue_
900,,,_pinkDark_,,_pinkDark_,,,,_blueDark_r,,_pinkDark_,_blueDark_g,_blue_,_blueDark_g,_blueDark_g,,_blue_,_blueDark_r,_pinkDark_,,,_blueDark_r,_blueDark_r,,_blue_,_blueDark_g,,_pink_,_blueDark_r,,,_blueDark_r,_blue_,_blue_,,_pink_,,_blueDark_r,_blueDark_r,,_blue_,_blue_,_blueDark_g,_pink_,_pink_,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,,_brownDark_r,_brownDark_r,_pink_
960,,,_pinkDark_,,_pinkDark_,,,_blueDark_r,,_blue_,_blue_,_pink_,_blueDark_r,_pink_,,_blue_,_blue_,_blue_,,,,_blueDark_r,_blue_,_blue_,_brownDark_g,_blue_,,_blue_,_blue_,,,,_blue_,_blue_,_blueDark_r,,,_blue_,_blue_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_g,_blue_,_pinkDark_,_pinkDark_,_blueDark_r,_blue_,,_blue_,_blueDark_r,_blueDark_g
1020,,,_pink_,,_pink_,,,,_brownDark_r,,,_pink_,,,,_blue_,_pink_,_pinkDark_,_blue_,,,_pink_,_blueDark_r,_blueDark_g,_blue_,_blue_,,_blue_,_brownDark_g,,,_blue_,_blue_,_pinkDark_,_brownDark_r,,,_blueDark_r,_pink_,_blueDark_g,_blue_,_blueDark_g,_blueDark_r,_pink_,_blue_,_pinkDark_,_brownDark_r,_pink_,_blue_,,_blue_,_pink_,_pinkDark_
1080,,,,,_blueDark_g,,,_blue_,_blue_,,,_blue_,,,,_blue_,_pink_,_blueDark_r,_blue_,,,_blueDark_r,_blue_,_brownDark_r,_blueDark_r,_blue_,,_blue_,_blue_,,,_blue_,_blue_,_blueDark_r,_blueDark_r,,,_pink_,_pink_,_blue_,_blue_,_blueDark_r,_blue_,_blueDark_r,_blue_,_brownDark_r,_pink_,_pinkDark_,_blueDark_r,,_blue_,_pinkDark_,_pinkDark_
1140,,,,,_pinkDark_,,,_pink_,_pinkDark_,,,_blueDark_r,,,,_brownDark_r,_blue_,_blue_,_blue_,,,,_blue_,_pink_,_pinkDark_,_blue_,,_blue_,_blue_,,,_blue_,_blue_,_blueDark_g,_blueDark_r,,,_blueDark_g,_blueDark_g,,_brownDark_r,_blue_,_blueDark_g,_pink_,_blueDark_r,_pinkDark_,_pink_,_blue_,_pink_,_blueDark_r,_blueDark_r,_blueDark_r,
1200,,,,,_blueDark_r,,,_blue_,_blueDark_r,,,_blueDark_r,_blue_,,,,_brownDark_r,_pink_,_blue_,,,_blueDark_r,,_brownDark_r,_blueDark_r,_blueDark_r,,_blue_,_blue_,,,_blue_,_blue_,,_blue_,,,,_blueDark_g,,_pink_,_blue_,,_brownDark_r,_blueDark_r,_pinkDark_,_pink_,_blue_,_blue_,_blue_,_blueDark_r,_blueDark_r,_pink_
1260,,,,,_pinkDark_,,,_blueDark_r,_pink_,,,_pink_,_blueDark_r,,,,_blueDark_r,_blueDark_r,,,,_pinkDark_,_brownDark_r,_pink_,_blue_,_blue_,,_blue_,_blueDark_g,,,_blue_,_blue_,_blueDark_r,_blueDark_r,,,,,,,_blueDark_g,_blue_,_pinkDark_,_blue_,_blue_,_pinkDark_,_pink_,,_blue_,_blue_,,
1320,,,,,_pink_,,,_blue_,,,,,_blue_,,,,_pink_,_blue_,_blue_,,,_blueDark_r,_pink_,_blue_,_pink_,_blue_,,_blueDark_r,_blueDark_g,,,_pink_,_blueDark_r,,_pink_,,,,_blueDark_g,,,_pink_,_blue_,_pinkDark_,_blueDark_g,_blueDark_g,_pinkDark_,_blue_,_pink_,_blue_,_brownDark_r,_blueDark_r,_blueDark_r
1380,,,,,_pink_,,,_blue_,,,,_blueDark_g,,,,_pink_,_blueDark_g,_brownDark_r,_blueDark_r,,,_blue_,_blueDark_r,_pink_,_pinkDark_,_blue_,,_pinkDark_,_blueDark_g,,,,,,,,,,_pinkDark_,,,_blueDark_g,_pink_,_pink_,_brownDark_g,_pink_,_pink_,_blue_,_blueDark_g,_blueDark_r,_brownDark_r,_pink_,_pink_
1440,,,,,_pinkDark_,,,_pink_,_brownDark_r,,,_blue_,,,,,_blueDark_r,_blueDark_g,_blueDark_r,,,_blue_,_blue_,_blueDark_r,_pink_,,,_pinkDark_,_brownDark_r,,,,_blue_,,,,,,,,,_blue_,_blueDark_r,_brown_r,_blueDark_r,_pinkDark_,,_blueDark_g,,_blue_,,_pink_,_pinkDark_
1500,,,,,_pinkDark_,,,_blueDark_r,_blueDark_g,,,_blue_,,,,,_blue_,,_blue_,,,,_blueDark_r,_brownDark_r,_pinkDark_,_blue_,,_pinkDark_,_blue_,,,_blueDark_r,,,,,,,_brownDark_r,,,_pink_,_blue_,_pink_,_blueDark_r,_blueDark_g,_pink_,_pink_,_blueDark_r,,,_pink_,_pinkDark_
1560,,,,,_pinkDark_,,,_blue_,_blueDark_r,,,_pink_,,,,,_pink_,,_pink_,,,,_blueDark_r,_pinkDark_,_pink_,_blue_,,_pinkDark_,_blue_,,,_blueDark_g,_blue_,,,,,,,,,_blueDark_g,_blue_,_pink_,_blue_,_pink_,_pinkDark_,_blue_,_blue_,,_pinkDark_,_pinkDark_,
1620,,,,,_pinkDark_,,,_pinkDark_,_pink_,,,,,,,,_blue_,,_pink_,,,_blue_,_blueDark_r,_blueDark_r,_blue_,,,_blueDark_r,_blue_,,,,_blueDark_g,,,,,,,,,_pink_,_blue_,_pinkDark_,_blue_,_pinkDark_,_pinkDark_,,,,_blue_,_pink_,
1680,,,,,,,,_pinkDark_,_pink_,,,_pink_,,,,,_blue_,_pinkDark_,_pink_,,,_blueDark_r,_blue_,_pink_,,,,_blueDark_r,_blueDark_g,,,,_blue_,,,,,,,,,_blue_,_brownDark_r,_pink_,_blueDark_r,_blue_,_pink_,,,,_blue_,_pink_,
1740,,,,,_blue_,,,_pink_,_blue_,,,,,,,,_blue_,_blue_,_blueDark_g,,,_blueDark_r,_blue_,,_blueDark_r,,,_blue_,_pink_,,,,_pink_,,,,,,,,,_blue_,_pink_,_pinkDark_,_pink_,_blueDark_r,_blueDark_r,,,,_blueDark_g,_blueDark_r,
1800,,,,,_pink_,,,_blueDark_r,,,,,,,,,_blueDark_g,_blue_,,,,_pink_,_pink_,,_blueDark_r,,,_blueDark_g,_blueDark_r,,,,_pinkDark_,,,,,,,,,_blue_,_pink_,_pinkDark_,_blue_,_pink_,,,,,_pinkDark_,_blueDark_r,
1860,,,,,,,,_blue_,_blueDark_g,,,,,,,,_blue_,_pink_,_blueDark_g,,,_pink_,_blue_,_pink_,_pink_,,,_blue_,_blueDark_g,,,,_blue_,,,,,,,,,_blueDark_r,,_pinkDark_,_brown_g,_brownDark_r,,,,,_blueDark_r,_brownDark_r,
1920,,,,,_pink_,,,_blue_,,,,,,,,,_blue_,_blue_,,,,,_blueDark_r,_pink_,_blue_,,,_blue_,_blueDark_r,,,,_pink_,,,,,,,,,,,_brownDark_r,_pink_,_pink_,_pink_,,,,,,
1980,,,,,,,,_pink_,,,,,,,,,_blue_,_blueDark_r,,,,,_blue_,,_blue_,,,_blue_,_blueDark_r,,,,,,,,,,,,,,,_pink_,_pinkDark_,_pink_,,,,,,_brownDark_r,
2040,_pinkDark_,_pinkDark_,,,_pinkDark_,,,,,,,,,,,,_blueDark_g,_blueDark_r,,,,,_blue_,_pinkDark_,_blueDark_r,,,_blue_,_blue_,,,,,,,,,,,,,_blueDark_r,,,,,,,,,,_blue_,
2100,_pinkDark_,_pinkDark_,,,_pinkDark_,,,_pink_,,,,,,,,,_blue_,_blue_,,,,,,,_blueDark_r,,,_blue_,_blueDark_r,,,,_pink_,,,,,,,,,_blueDark_r,,_pink_,_blueDark_g,,,,,,,_blue_,
2160,_pinkDark_,_pinkDark_,,,_pinkDark_,,,_blue_,,,,,,,,,_pink_,_blue_,,,,,,,_blueDark_g,,,_blue_,_blue_,,,,,,,,,,,,,,,,_pink_,,,,,,,_pink_,
2220,_pinkDark_,_pinkDark_,,,_blueDark_g,,,_pink_,,,,,,,,,_blueDark_r,_blue_,,,,,,,_pinkDark_,,,_blueDark_r,_blue_,,,,,,,,,,,,,,,,_blueDark_r,,,,,,,_blue_,
2280,_pinkDark_,_pinkDark_,,,_blueDark_r,,,_blue_,,,,,,,,,,_blue_,,,,,,,_pink_,,,_blue_,_blue_,,,,,,,,,,,,,,,,_brownDark_r,,,,,,,_blue_,
2340,_pinkDark_,_pinkDark_,,,_pink_,,,,,,,,,,,,,_blue_,,,,,,,_blue_,,,_blue_,_pink_,,,,,,,,,,,,,,,,_blue_,,,,,,,,
2400,_pinkDark_,_pinkDark_,,,_blueDark_r,,,,,,,,,,,,,,,,,,,,_blue_,,,_blue_,_blue_,,,,,,,,,,,,,,,,_blue_,,,,,,,,
2460,_pinkDark_,_pinkDark_,,,_pink_,,,,,,,,,,,,,,,,,,,,_blueDark_r,,,,_blueDark_r,,,,,,,,,,,,,,,,_blue_,,,,,,,,
2520,,,,,_pink_,,,,,,,,,,,,,,,,,,,,_pink_,,,,_blueDark_g,,,,,,,,,,,,,,,,_blueDark_g,,,,,,,,
2580,_pinkDark_,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,_pink_,,,,_blue_,,,,,,,,,,,,,,,,,,,,,,,,
2640,_pinkDark_,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,_blue_,,,,,,,,,,,,,,,,,,,,,,,,
2700,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,_pink_,,,,_blueDark_g,,,,,,,,,,,,,,,,,,,,,,,,
2760,,,,,_pink_,,,,,,,,,,,,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,_blueDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,,,,,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
