time to NEB,1,4,5i,5ii,6i,6ii,7i,7ii,8,2,3,4i,4ii,2i,2ii,3,4i,4ii,6i,6ii,10,1i,1ii,2i,2ii,5i,5ii,6,7,8i,8ii,11i,11ii,12,13i,13ii,14i,14ii,15i,15ii
2220,,,,,,,,,,,,,,,,,,,,_blueDark_g,,,,,,,_brownDark_r,,,,_pinkDark_,,,,,,,_blue_,,
2280,,,~anaphase,~anaphase,,,,,,,,,,,,,,,,_pink_,,,,,,,_blueDark_g,,,,_pink_,,,,,,,_pink_,,
2340,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,_pinkDark_,,,,_pink_,,,,,,,_blue_,,
2400,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,_pink_,,,,,,,,,,,_blueDark_r,,
2460,,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,_pink_,,
2520,,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,
2580,,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,
2640,,,,,,,,,,,,,,,,,,,,,,,,,,,_pink_,,,,,,,,,,,,,
2700,,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,
2760,,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,
2820,,,,,,,,,,,,,,,,,,,,,,,,,,,anaphase,,,,,,,,,,,,,
2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
