time to NEB,1i,1ii,2i,2ii,4i,4ii,5i,5ii,6,7i,7ii,8i,8ii,9,1i,1ii,2,3i,3ii,4i,4ii,5i,5ii,6,7i,7ii,8,9i,9ii,11i,11ii,13i,13ii,14i,14ii,1,2
2520,_pink_,_blueDark_r,,,_pinkDark_,_pinkDark_,,_pinkDark_,,,,,,,,_pinkDark_,,,,,,,,,,_blueDark_r,,_pinkDark_,_pinkDark_,,,,,,_pink_,,
2580,_pinkDark_,_blueDark_r,,,_blueDark_g,_pink_,,_pink_,,,,,,,,,,,,,,_pink_,,,,_pink_,,_blueDark_r,_blueDark_r,,_pinkDark_,,,,_pinkDark_,,
2640,_pink_,_blue_,,,_pinkDark_,,,_pinkDark_,,,,,,,,_pink_,,,,,,_pinkDark_,,,,_brownDark_r,,_pink_,_pink_,,_blueDark_r,,,,,,
2700,_pink_,_blueDark_r,,,_pinkDark_,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,_pink_,,,_pink_,,_pinkDark_,,,,,,
2760,_pink_,_pink_,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,_pinkDark_,,_pink_,_pinkDark_,,_pinkDark_,,,,,,
2820,_brownDark_r,_pinkDark_,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,_pinkDark_,,_pinkDark_,_pinkDark_,,_pink_,,,,,,
2880,_pink_,_pink_,,,_pink_,,,_pink_,,,,,,,,,,,,,,_pink_,,,,,,_pinkDark_,_pink_,,_blueDark_r,,,,,,
2940,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,,,_pink_,_pink_,,,,,,,,
3000,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,_pink_,,,,,,
3060,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,
3120,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,
3180,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,
3240,,,,,_pink_,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,,,,_pinkDark_,,,_brownDark_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,,,,,_blueDark_r,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
