time to NEB,1i,1ii,1,2,3,1i,1ii,2,3i,3ii,1,2,3,5i,5ii,6i,6ii,1i,1,3,4,5i,1,2i,2ii,4i,4ii,5i,5ii,6i,6ii,1i,1ii,2,3,4,5i,5ii,1,3i,3ii,4,5i,5ii,1i,1ii,3i,3ii,4i,4ii,5i,5ii,6ii,7i,7ii,,
-60,_blueDark_g,,_pink_,_pink_,_pink_,_pink_,_blueDark_g,_brownDark_r,_blueDark_g,_pink_,_pink_,_blueDark_r,_blue_,_blueDark_g,_brownDark_r,_pink_,_pink_,_blue_,_pink_,_pink_,_pink_,_pinkDark_,_blue_,_pink_,_pink_,_pinkDark_,_blueDark_r,_pinkDark_,_pink_,_brownDark_r,_pink_,_blue_,_pink_,_blueDark_g,_pink_,_blue_,,_pink_,_brownDark_r,_blueDark_g,_pink_,_pink_,_pinkDark_,_pink_,_blueDark_r,_blueDark_g,_blue_,_pink_,_blueDark_g,_pink_,_blueDark_r,_pink_,_brownDark_r,_pinkDark_,_pink_,,
0,_pink_,,_blueDark_r,_blueDark_g,_pink_,_pink_,_pink_,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,_blueDark_g,_blueDark_r,_pink_,_pink_,_pinkDark_,_blue_,_pink_,_pink_,_pink_,_brownDark_g,_blue_,_pink_,_pink_,_brownDark_r,_brownDark_r,_pink_,_blue_,_pink_,_pink_,_pink_,_pinkDark_,_brownDark_r,_brownDark_r,_blueDark_r,,_pink_,_brownDark_r,_pink_,_pink_,_pink_,,,_brownDark_r,_pink_,_pink_,_pink_,_pink_,_pink_,_brownDark_r,_pink_,_pink_,_pink_,_brownDark_r,,
60,_pinkDark_,,_pink_,_blueDark_g,_pink_,_brownDark_r,_pinkDark_,_pink_,,_pinkDark_,_blueDark_g,_blue_,_pink_,_brownDark_r,_pink_,_brownDark_r,_pinkDark_,,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,_pink_,_blueDark_r,_blue_,_brownDark_r,_brownDark_r,_brownDark_r,_pinkDark_,_pink_,_pink_,_pink_,,_pinkDark_,_brownDark_r,_blueDark_g,_pink_,_pink_,_pink_,_pink_,_brown_r,_brownDark_r,_brownDark_r,_brownDark_r,_blueDark_r,_brown_r,_brownDark_r,_pink_,_pink_,_pink_,_brownDark_r,,
120,_pink_,,_brown_r,_pink_,_pink_,_pink_,_pink_,_pink_,,_blueDark_g,_pinkDark_,_brownDark_r,_pink_,_brownDark_r,_pink_,_pinkDark_,_pink_,,_pinkDark_,_pink_,,_pink_,_pink_,_pink_,_pinkDark_,_blueDark_g,_pink_,_pink_,_blueDark_r,_brownDark_r,_pink_,_blueDark_r,,_pink_,_pink_,_blueDark_g,,_pink_,_pink_,_pink_,_pink_,_pink_,,,_blueDark_r,_brownDark_r,_blueDark_r,_pink_,_brownDark_r,_blueDark_r,_pink_,_pink_,,_pink_,_pink_,,
180,_pink_,,_pinkDark_,,_pinkDark_,_pink_,_pink_,_brownDark_r,,_pink_,_blueDark_r,_brownDark_r,_pinkDark_,_blue_,_blueDark_r,_pink_,_pinkDark_,,_pinkDark_,_pink_,,_pink_,_blue_,_blue_,_blueDark_r,_pink_,_pink_,_pink_,_pink_,_blue_,_pink_,_pink_,,_pink_,_brownDark_r,_pink_,,_pinkDark_,_brownDark_r,_brownDark_r,_brownDark_r,_pinkDark_,_pink_,_pink_,_blueDark_r,_blueDark_r,_blue_,_pinkDark_,_brownDark_g,_blue_,_blue_,_blueDark_g,,_blue_,_pink_,,
240,_pinkDark_,,_pink_,_blue_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,,_pink_,_blue_,_brownDark_r,_pink_,_pink_,_pink_,,_pinkDark_,,_pink_,_pink_,,_pink_,_pinkDark_,_blue_,_blue_,_pink_,_blue_,_blueDark_r,_blue_,_pink_,_pink_,_pinkDark_,,_blue_,_pink_,_pinkDark_,,,_pink_,_brownDark_g,_pink_,,,,_blue_,_blue_,_blueDark_r,_brownDark_r,_pink_,_brownDark_r,_pink_,_blueDark_r,,_blueDark_r,_blueDark_r,,
300,_blue_,,,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,,_pink_,_blueDark_r,_pinkDark_,_pink_,_blue_,_blueDark_r,_blue_,_pinkDark_,,_pinkDark_,_blueDark_g,,_pinkDark_,_blueDark_g,_pink_,_blueDark_r,_pink_,_blue_,_pinkDark_,_blue_,_pinkDark_,_pink_,_pinkDark_,,_brownDark_r,_pink_,_pinkDark_,,,_pink_,_pinkDark_,_pinkDark_,,,_pink_,_blueDark_r,_pink_,_pink_,_blue_,_brownDark_r,_pink_,_brownDark_r,_pinkDark_,,,_blueDark_r,,
360,_blue_,,_pinkDark_,_brown_g,_blue_,_pinkDark_,_pinkDark_,_pink_,,_pinkDark_,_blue_,_pink_,_blueDark_g,_pink_,_pink_,_blue_,_pinkDark_,,_blueDark_r,_blueDark_r,,_pinkDark_,_pink_,_pink_,_pink_,_blue_,_pink_,_pinkDark_,_pink_,_pinkDark_,_blue_,,,_brownDark_g,_pinkDark_,_pink_,,,_blue_,_pinkDark_,_blueDark_r,,,,_pink_,_blue_,_blueDark_r,_pink_,_brownDark_g,_blueDark_r,_pink_,_pinkDark_,,_pink_,_blue_,,
420,_pinkDark_,,_brownDark_g,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,,_pinkDark_,_blueDark_r,_pinkDark_,_blueDark_g,_pinkDark_,_pink_,_pink_,_pinkDark_,,_pinkDark_,,,_blueDark_g,_brownDark_g,_pinkDark_,_pinkDark_,_blueDark_r,_pinkDark_,_pink_,_pink_,_pinkDark_,_brownDark_r,_pinkDark_,,_blueDark_g,_pink_,_pinkDark_,,,_blueDark_r,_pink_,_pink_,,,,_brownDark_r,_blueDark_g,_blueDark_g,_brownDark_r,_pink_,_pinkDark_,_pink_,_pinkDark_,,_pinkDark_,_pinkDark_,,
480,_blueDark_r,,_pink_,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,,,_pinkDark_,_pink_,_pink_,_blueDark_g,_blueDark_r,_pink_,_pink_,_pink_,,_pinkDark_,,,_blueDark_c,_blueDark_g,_brownDark_r,,_blue_,_pink_,_pink_,_blueDark_g,_brownDark_r,_blue_,_pinkDark_,,_blueDark_g,_pink_,_pinkDark_,,,_pink_,_brownDark_r,_pink_,,,,_pink_,_pink_,_pink_,_blueDark_r,_blueDark_r,_pinkDark_,_blue_,_pinkDark_,,_pinkDark_,_pinkDark_,,
540,_pink_,,_blueDark_g,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,,_pinkDark_,_pinkDark_,_pink_,_pink_,_pinkDark_,_blueDark_g,_pinkDark_,,,_blueDark_g,,,_blue_,_pink_,_pinkDark_,,_blueDark_g,_pinkDark_,_pinkDark_,_pink_,_blue_,_pink_,,,_pink_,_blueDark_g,_pink_,,,,_brownDark_r,_pink_,,,,_pink_,_blue_,_pink_,_pinkDark_,_blueDark_r,_pink_,_pink_,_pink_,,_pinkDark_,_pink_,,
600,_pinkDark_,,,_pinkDark_,,_pinkDark_,_pink_,_pinkDark_,,_pinkDark_,_pink_,_pink_,_pink_,_pink_,_blueDark_g,_pink_,_pinkDark_,,_blueDark_r,,,_pink_,_pinkDark_,_pinkDark_,_blue_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pink_,_blue_,,,_blue_,_pink_,_blue_,,,_blue_,_pinkDark_,_pinkDark_,,,,_pink_,_pink_,_pinkDark_,_pinkDark_,_pink_,_pink_,_blue_,_blueDark_r,,_pinkDark_,_brownDark_r,,
660,_pinkDark_,,,_pinkDark_,_brownDark_r,_pinkDark_,_pinkDark_,,,_pink_,_blueDark_r,_pink_,_pinkDark_,_pink_,_pinkDark_,,_pink_,,_pink_,,,_blue_,_pink_,_pinkDark_,_pinkDark_,_pink_,_blueDark_g,_pink_,_pink_,_pinkDark_,_pinkDark_,,,_blue_,_pink_,_pinkDark_,,,,_pink_,,,,,_pink_,_blueDark_r,_pinkDark_,_pinkDark_,_blue_,_pink_,_blue_,_pink_,,_pinkDark_,,,
720,_pinkDark_,,_pinkDark_,_pinkDark_,_brown_r,_brownDark_g,_pinkDark_,_pinkDark_,,_blueDark_g,,_brownDark_r,_pinkDark_,_pinkDark_,_pinkDark_,,_pinkDark_,,_brownDark_r,,,_pink_,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_blue_,,_pink_,,,,,_blueDark_g,_pinkDark_,_pink_,,,_pinkDark_,_pinkDark_,_pink_,,,,_pink_,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pink_,_pinkDark_,,_pinkDark_,,,
780,_pinkDark_,,,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,,_pink_,,_pink_,_brownDark_r,_pinkDark_,_pinkDark_,,_pinkDark_,,_pinkDark_,,,_pinkDark_,_pink_,_blue_,_blue_,_pink_,_pink_,,_pink_,_pink_,_blueDark_r,,,_pink_,,_blue_,,,,_blueDark_r,_brownDark_r,,,,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,_brownDark_g,,_blueDark_r,_pink_,,_pinkDark_,_pinkDark_,,
840,_pink_,,_blue_,_pinkDark_,,_pinkDark_,_pinkDark_,,,_pinkDark_,,_pink_,_pink_,_pinkDark_,_pink_,,_pink_,,_pinkDark_,,,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pink_,_pink_,,_pink_,_pink_,_pinkDark_,,,_blueDark_r,,_blue_,,,,_pink_,_pink_,,,,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_blueDark_r,_pink_,,,_pinkDark_,,
900,_pinkDark_,,,,_pinkDark_,_pink_,_pinkDark_,_pink_,,_pinkDark_,,_pink_,_pink_,_pink_,_pinkDark_,,_pink_,,_pink_,,,_pink_,_pink_,_pink_,,_pinkDark_,_pink_,,_blue_,_blue_,_blueDark_r,,,_blueDark_g,,_pink_,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,_blue_,_pink_,,_pink_,_pink_,,
960,_pink_,,_pink_,,_pinkDark_,_pink_,_pink_,_brownDark_r,,_pinkDark_,,_blueDark_g,_pink_,_pinkDark_,_pinkDark_,,_pinkDark_,,_pink_,,,_blueDark_g,_pink_,_blueDark_g,,_blueDark_g,_pinkDark_,,_brownDark_r,_pink_,_pinkDark_,,,_pinkDark_,,_pink_,,,,_blueDark_g,_pink_,,,,_pinkDark_,_blue_,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,_pink_,,_pinkDark_,_pink_,,
1020,_pinkDark_,,_pinkDark_,_pink_,,_pinkDark_,_pinkDark_,_pink_,,,,_pink_,_pinkDark_,_pink_,_pink_,,_pinkDark_,,_pink_,,,_pink_,_pinkDark_,_pink_,,_pink_,_pinkDark_,,_pinkDark_,_pink_,_blue_,,,_pink_,_pink_,_pink_,,,,_pink_,_pinkDark_,,,,_pink_,_pink_,_blueDark_g,_pinkDark_,_pinkDark_,_pinkDark_,_blueDark_r,_blueDark_g,,,,,
1080,_blueDark_g,,_pinkDark_,_pinkDark_,,_pinkDark_,_pinkDark_,_pinkDark_,,_pink_,,_pink_,_pink_,,_pink_,,,,_pink_,,,_pink_,_blueDark_r,_pink_,,_brownDark_g,_pinkDark_,,_pink_,,_blue_,,,_pinkDark_,_pinkDark_,_pink_,,,,_brownDark_r,_pink_,,,,_pink_,_pinkDark_,_pink_,_pinkDark_,_brownDark_g,_pinkDark_,_pink_,_pink_,,,_pinkDark_,,
1140,_pinkDark_,,_pinkDark_,,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,,,,_pink_,_pink_,,_pinkDark_,,,,_pinkDark_,,,_pinkDark_,_pinkDark_,_blueDark_r,,_pink_,_pinkDark_,,_brownDark_g,,_pinkDark_,,,_blueDark_g,_pinkDark_,_pinkDark_,,,,_brownDark_r,_blueDark_r,,,,_blue_,_pinkDark_,_pink_,_pink_,_brownDark_g,_pinkDark_,_pink_,_pinkDark_,,_pinkDark_,_pink_,,
1200,_pink_,,_pinkDark_,_pinkDark_,,_pinkDark_,_pinkDark_,,,,,_pinkDark_,_blue_,,,,,,_pinkDark_,,,,_pink_,_pinkDark_,,_blueDark_r,_pinkDark_,,_pink_,_pinkDark_,_pinkDark_,,,,_pink_,_pink_,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,_pink_,_pinkDark_,_pinkDark_,_pink_,_blueDark_r,_brown_g,_blueDark_g,,_pink_,_pinkDark_,,
1260,,_pinkDark_,_pinkDark_,_pink_,,_pinkDark_,_pink_,,,_pinkDark_,,_brown_r,_pink_,,_pink_,,,,_pinkDark_,,,_pinkDark_,_pinkDark_,_pinkDark_,,_pinkDark_,_pinkDark_,,_pink_,,,,,_pinkDark_,_pinkDark_,_pinkDark_,,,,_pinkDark_,_brownDark_r,,,,_pinkDark_,_pink_,_pink_,_pinkDark_,_pink_,_brownDark_r,_pink_,_pinkDark_,,_pinkDark_,_pinkDark_,,
1320,,_pinkDark_,,_pinkDark_,_blue_,_pink_,_pinkDark_,,,_pink_,,_blueDark_g,_pinkDark_,,_pinkDark_,,,,_pink_,,,_pinkDark_,_pinkDark_,_pinkDark_,,_pinkDark_,,,_pinkDark_,,,,,_pinkDark_,_pinkDark_,,,,,_pinkDark_,_pinkDark_,,,,,_blueDark_r,_pink_,_pinkDark_,_pinkDark_,_pinkDark_,_blue_,_pink_,,,_pinkDark_,,
1380,,,,,,_pink_,_pinkDark_,,,,,_blueDark_g,_pink_,,,,,,_pinkDark_,,,_pinkDark_,_pinkDark_,_pinkDark_,,_blueDark_g,_brownDark_r,,_pink_,,,,,_pinkDark_,_pinkDark_,_pink_,,,,_pinkDark_,_pinkDark_,,,,,_pinkDark_,_brownDark_g,_pink_,_pinkDark_,_pinkDark_,_pink_,_brownDark_r,,_pink_,_pink_,,
1440,,,,_pinkDark_,_pinkDark_,_blue_,_blue_,,,_pinkDark_,,_pinkDark_,_pinkDark_,,,,,,_pink_,,,_pink_,_pinkDark_,_pinkDark_,,_pink_,,,_pinkDark_,,,,,_pinkDark_,_pinkDark_,_pink_,,,,_pinkDark_,_pinkDark_,,,,_pink_,_pink_,_pink_,_pinkDark_,_pink_,_pinkDark_,_pink_,_pinkDark_,,_pinkDark_,_pinkDark_,,
1500,,_pinkDark_,,_pinkDark_,,_pinkDark_,_pinkDark_,,,,,_pinkDark_,_pink_,,,,,,_pinkDark_,,,_pinkDark_,anaphase,_pinkDark_,,_pink_,,,_pinkDark_,,,,,,_pinkDark_,_pinkDark_,,,,_pink_,_pinkDark_,,,,_pinkDark_,_pink_,_pinkDark_,_pink_,_pinkDark_,,_pink_,_pinkDark_,,,_blueDark_g,,
1560,,_pink_,,,,_pinkDark_,_pinkDark_,,,,,_pinkDark_,_pink_,,,,,,_pinkDark_,,,_pink_,,_pink_,,_pinkDark_,,,_pinkDark_,,,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,_brownDark_r,_pinkDark_,_pink_,_pinkDark_,,_pink_,_brownDark_r,,,_brownDark_r,,
1620,,_pinkDark_,,_pinkDark_,,_pinkDark_,_pinkDark_,,,,,_pinkDark_,_pink_,,,,,,_pink_,,,_pink_,,_pink_,,_brownDark_r,,,_brownDark_g,,,,,_pink_,_pinkDark_,_pinkDark_,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,,_blue_,_pinkDark_,,,_pinkDark_,,
1680,,_pinkDark_,,,,_pinkDark_,_pinkDark_,,,,,_pink_,_pink_,,,,,,_pinkDark_,,,_pinkDark_,,_pinkDark_,,_pink_,,,_pink_,,,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,_pinkDark_,,,,,_pinkDark_,_pinkDark_,_pinkDark_,_pinkDark_,,_pink_,_pink_,,,,,
1740,,_pinkDark_,,,,_pink_,_pink_,,,,,_pinkDark_,_blueDark_r,,,,,,_pinkDark_,,,_pink_,anaphase,anaphase,,_pinkDark_,,,_pinkDark_,,,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,_pinkDark_,,,,,_blue_,_pink_,_pinkDark_,_pinkDark_,,_pinkDark_,_pink_,,,,,
1800,,_pinkDark_,,,,,,,,,,_pinkDark_,_blue_,,,,,,anaphase,,,_pinkDark_,,,,_pinkDark_,,,_pink_,,,,,,_pink_,_pinkDark_,,,,_pink_,_pinkDark_,,,,,_pinkDark_,_pinkDark_,_pinkDark_,_pink_,,_pinkDark_,_pink_,,,,,
1860,,_pinkDark_,,,,,,,,,,_pinkDark_,_pink_,,,,,,,,,_pinkDark_,,,,_pink_,,,,,,,,,_blueDark_g,_pink_,,,,anaphase,anaphase,,,,,_blue_,_pinkDark_,_pinkDark_,_pinkDark_,,_pink_,_pinkDark_,,,,,
1920,,_pink_,,,,,,,,,,_pinkDark_,_pinkDark_,,,,,,,,,_pink_,,,,_pinkDark_,,,,,,,,,_pinkDark_,_pinkDark_,,,,,,,,,,_pinkDark_,_pink_,_pinkDark_,,,_pinkDark_,_pinkDark_,,,,,
1980,,_pinkDark_,,,,,,,,,,_pink_,_pinkDark_,,,,,,,,,,,,,_brownDark_r,,,,,,,,,_pinkDark_,_pink_,,,,,,,,,,_pinkDark_,_pinkDark_,_pinkDark_,,,_pinkDark_,_pinkDark_,,,,,
2040,,_pinkDark_,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,_pink_,anaphase,,,,,,,,,,_pinkDark_,_pinkDark_,_pinkDark_,,,_blue_,_pink_,,,,,
2100,,_pinkDark_,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,_pink_,,,,,,,,,_pink_,,,,,,,,,,,_pink_,_pinkDark_,_pinkDark_,,,_pinkDark_,_pinkDark_,,,,,
2160,,_pinkDark_,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,_pink_,,,,,,,,,anaphase,,,,,,,,,,,_brownDark_r,_pink_,_pinkDark_,,,,,,,,,
2220,,_pinkDark_,,,,,,,,,,_pink_,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,anaphase,_pinkDark_,_pink_,,,,_pink_,,,,,
2280,,_pink_,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,,,,,
2340,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,_pinkDark_,_pink_,,,,_pinkDark_,,,,,
2400,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,_pink_,_brownDark_r,,,,_pinkDark_,,,,,
2460,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,_pinkDark_,_pinkDark_,,,,_pinkDark_,,,,,
2520,,,,,,,,,,,,_brownDark_g,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,_blueDark_g,_pinkDark_,,,,_pinkDark_,,,,,
2580,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,_brownDark_g,_pinkDark_,,,,,,,,,
2640,,,,,,,,,,,,_pink_,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,_pink_,_pinkDark_,,,,,,,,,
2700,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_pink_,,,,,,,,,
2760,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,anaphase,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,
2820,,,,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_pink_,,,,,,,,,
2880,,,,,,,,,,,,_pink_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,
2940,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_pinkDark_,,,,,,,,,
3000,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_pink_,,,,,,,,,
3060,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,,,,,,,,,,,,_brownDark_g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,,,,,,,,,,,,_pinkDark_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,,,,,,,,,,,,anaphase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
